timestamp,containerID,damaged(T),shock_raw,vibration_raw,temperature_raw,humidity_raw,shock_g,vibration_hz,temperature_c,humidity_pct,route,vessel_type,stack_position,transit_days,final_port,wave_m,wind_kph,storm,damage_pct,claims,type,risk_score,port_risk_score,shock_risk,temp_risk,humidity_risk,damaged_risk
2015-01-01 00:00:00,S1F0EGMT,0,84554144,0,0,9,0.84554144,0.0,0.0,90,Mumbai-Kochi-Colombo,Panamax,Bottom,14.504753186454757,Colombo,1.5,15,Green,12,35,Textiles,32.4554144,12.0,8.4554144,0.0,12.0,0
2015-01-02 00:00:00,S1F0EGMT,0,103740336,0,0,9,1.03740336,0.0,0.0,90,Mumbai-Chennai-Vizag-Colombo,ULCV,Middle,5.934517406705962,Colombo,3.2,28,Orange,12,35,Textiles,34.374033600000004,12.0,10.3740336,0.0,12.0,0
2015-01-03 00:00:00,S1F0EGMT,0,122352696,0,0,9,1.22352696,0.0,0.0,90,Paradip-Visakhapatnam-Chennai,ULCV,Bottom,3.0,Chennai,1.5,15,Green,8,23,Auto,32.2352696,8.0,12.2352696,0.0,12.0,0
2015-01-04 00:00:00,S1F0EGMT,0,151616496,0,0,9,1.51616496,0.0,0.0,90,Nhava Sheva-Singapore-Shanghai,Feeder,Bottom,8.838069588006013,Shanghai,2.5,22,Yellow,2,15,Electronics,30.1616496,3.0,15.1616496,0.0,12.0,0
2015-01-05 00:00:00,S1F0EGMT,0,176565096,0,0,9,1.76565096,0.0,0.0,90,Haldia-Kolkata-Paradip,Panamax,Bottom,10.723404679250764,Paradip,1.5,15,Green,13,29,Coal,42.6565096,13.0,17.6565096,0.0,12.0,0
2015-01-06 00:00:00,S1F0EGMT,0,194572288,0,0,9,1.94572288,0.0,0.0,90,Tuticorin-Chennai-Ennore,Feeder,Middle,17.279955675328672,Ennore,1.5,15,Green,0,0,Unknown,38.4572288,7.0,19.4572288,0.0,12.0,0
2015-01-07 00:00:00,S1F0EGMT,0,216936768,0,0,9,2.16936768,0.0,0.0,90,Kandla-Mundra-Pipavav,Feeder,Bottom,15.445469792416333,Pipavav,1.5,15,Green,0,0,Unknown,40.693676800000006,7.0,21.6936768,0.0,12.0,0
2015-01-08 00:00:00,S1F0EGMT,0,238808512,0,0,9,2.38808512,0.0,0.0,90,Pipavav-Chennai-Vizag,Post-Panamax,Top,14.72778955230206,Vizag,1.5,15,Green,18,45,Steel,53.8808512,18.0,23.8808512,0.0,12.0,0
2015-01-09 00:00:00,S1F0EGMT,0,15773584,0,0,9,0.15773584,0.0,0.0,90,Vizag-Chennai-Nhava Sheva,Panamax,Top,10.527328212977142,Nhava Sheva,3.5,30,Orange,7,31,Pharma,20.5773584,7.0,1.5773583999999998,0.0,12.0,0
2015-01-10 00:00:00,S1F0EGMT,0,33800408,0,0,9,0.33800408,0.0,0.0,90,Pipavav-Chennai-Vizag,ULCV,Top,13.64062342842184,Vizag,1.5,15,Green,18,45,Steel,33.3800408,18.0,3.3800408,0.0,12.0,0
2015-01-11 00:00:00,S1F0EGMT,0,52546960,0,0,9,0.5254696,0.0,0.0,90,Vizag-Chennai-Nhava Sheva,ULCV,Bottom,10.61119861210355,Nhava Sheva,3.5,30,Orange,7,31,Pharma,24.254696,7.0,5.254696,0.0,12.0,0
2015-01-12 00:00:00,S1F0EGMT,0,72440696,0,0,9,0.72440696,0.0,0.0,90,Mundra-Kandla-Singapore,Feeder,Bottom,12.62105122459694,Singapore,1.5,15,Green,4,18,Transshipment,23.2440696,4.0,7.2440696,0.0,12.0,0
2015-01-13 00:00:00,S1F0EGMT,0,95581896,0,0,9,0.95581896,0.0,0.0,90,Nhava Sheva-Jebel Ali-Dubai,Panamax,Middle,10.292323091331916,Dubai,1.8,18,Green,0,0,Unknown,28.5581896,7.0,9.5581896,0.0,12.0,0
2015-01-14 00:00:00,S1F0EGMT,0,115337232,0,0,9,1.15337232,0.0,0.0,90,Mumbai-Kochi-Colombo,ULCV,Top,13.724659291144803,Colombo,1.5,15,Green,12,35,Textiles,35.5337232,12.0,11.5337232,0.0,12.0,0
2015-01-15 00:00:00,S1F0EGMT,0,134892016,0,0,9,1.34892016,0.0,0.0,90,Mundra-Kandla-Singapore,Panamax,Top,12.11821567633464,Singapore,1.5,15,Green,4,18,Transshipment,29.4892016,4.0,13.4892016,0.0,12.0,0
2015-01-16 00:00:00,S1F0EGMT,0,152672144,0,0,9,1.52672144,0.0,0.0,90,Tuticorin-Chennai-Ennore,Feeder,Top,3.0,Ennore,1.5,15,Green,0,0,Unknown,34.2672144,7.0,15.2672144,0.0,12.0,0
2015-01-17 00:00:00,S1F0EGMT,0,51772024,0,0,9,0.51772024,0.0,0.0,90,Mumbai-Chennai-Vizag-Colombo,Panamax,Bottom,15.958260003116468,Colombo,3.2,28,Orange,12,35,Textiles,29.1772024,12.0,5.1772024000000005,0.0,12.0,0
2015-01-18 00:00:00,S1F0EGMT,0,36138256,0,0,9,0.36138256,0.0,0.0,90,Kandla-Mundra-Pipavav,ULCV,Middle,12.77113813305235,Pipavav,1.5,15,Green,0,0,Unknown,22.6138256,7.0,3.6138256,0.0,12.0,0
2015-01-19 00:00:00,S1F0EGMT,0,46453664,0,0,9,0.46453664,0.0,0.0,90,Mumbai-Goa-Kochi,Post-Panamax,Middle,11.13763680885672,Kochi,1.5,15,Green,10,24,Spices,26.6453664,10.0,4.6453664,0.0,12.0,0
2015-01-20 00:00:00,S1F0EGMT,0,82782176,0,0,9,0.82782176,0.0,0.0,90,Vizag-Chennai-Nhava Sheva,Feeder,Middle,16.906400102358273,Nhava Sheva,3.5,30,Orange,7,31,Pharma,27.2782176,7.0,8.2782176,0.0,12.0,0
2015-01-21 00:00:00,S1F0EGMT,0,172229456,0,0,9,1.72229456,0.0,0.0,90,Vizag-Chennai-Nhava Sheva,Panamax,Bottom,13.061378923796518,Nhava Sheva,3.5,30,Orange,7,31,Pharma,36.2229456,7.0,17.2229456,0.0,12.0,0
2015-01-22 00:00:00,S1F0EGMT,0,226203848,0,0,10,2.26203848,0.0,0.0,100,Nhava Sheva-Jebel Ali-Dubai,Post-Panamax,Bottom,16.811030258323534,Dubai,1.8,18,Green,0,0,Unknown,44.6203848,7.0,22.620384800000004,0.0,15.0,0
2015-01-23 00:00:00,S1F0EGMT,0,112380632,0,0,10,1.12380632,0.0,0.0,100,Mumbai-Goa-Kochi,Feeder,Top,10.119378452496528,Kochi,1.5,15,Green,10,24,Spices,36.2380632,10.0,11.2380632,0.0,15.0,0
2015-01-24 00:00:00,S1F0EGMT,0,35113000,0,0,10,0.35113,0.0,0.0,100,Kolkata-Haldia-Chennai,Panamax,Top,6.702935671760419,Chennai,1.5,15,Green,8,23,Auto,26.5113,8.0,3.5113,0.0,15.0,0
2015-01-25 00:00:00,S1F0EGMT,0,14932944,0,0,10,0.14932944,0.0,0.0,100,Nhava Sheva-Jebel Ali-Dubai,Panamax,Bottom,5.925140053899921,Dubai,1.8,18,Green,0,0,Unknown,23.4932944,7.0,1.4932944,0.0,15.0,0
2015-01-26 00:00:00,S1F0EGMT,0,157157712,0,0,10,1.57157712,0.0,0.0,100,Vizag-Chennai-Nhava Sheva,ULCV,Middle,7.787555103171754,Nhava Sheva,3.5,30,Orange,7,31,Pharma,37.7157712,7.0,15.7157712,0.0,15.0,0
2015-01-27 00:00:00,S1F0EGMT,0,175915920,0,0,10,1.7591592,0.0,0.0,100,Mundra-Kolkata-Port Klang,Panamax,Middle,10.541250932956382,Port Klang,2.8,25,Yellow,9,28,Palm Oil,41.591592,9.0,17.591592,0.0,15.0,0
2015-01-28 00:00:00,S1F0EGMT,0,194435312,0,0,10,1.94435312,0.0,0.0,100,New Mangalore-Mumbai-Nhava Sheva,Feeder,Top,12.989686873951577,Nhava Sheva,1.5,15,Green,7,31,Pharma,41.4435312,7.0,19.4435312,0.0,15.0,0
2015-01-29 00:00:00,S1F0EGMT,0,50572648,0,0,10,0.50572648,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,Feeder,Top,25.0,Jebel Ali,1.5,15,Green,6,19,Re-export,26.0572648,6.0,5.0572648,0.0,15.0,0
2015-01-30 00:00:00,S1F0EGMT,0,125102104,0,0,10,1.25102104,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,ULCV,Middle,16.56667489123258,Jebel Ali,1.5,15,Green,6,19,Re-export,33.5102104,6.0,12.510210399999998,0.0,15.0,0
2015-01-31 00:00:00,S1F0EGMT,0,144289680,0,0,10,1.4428968,0.0,0.0,100,Vizag-Chennai-Nhava Sheva,ULCV,Bottom,13.600240168631784,Nhava Sheva,3.5,30,Orange,7,31,Pharma,36.428968,7.0,14.428968,0.0,15.0,0
2015-02-01 00:00:00,S1F0EGMT,0,1248712,0,0,10,0.01248712,0.0,0.0,100,Tuticorin-Chennai-Ennore,Post-Panamax,Bottom,21.35555443792294,Ennore,1.5,15,Green,0,0,Unknown,22.1248712,7.0,0.1248712,0.0,15.0,0
2015-02-02 00:00:00,S1F0EGMT,0,71018680,0,0,10,0.7101868,0.0,0.0,100,Nhava Sheva-Jebel Ali-Dubai,ULCV,Middle,15.798593171133003,Dubai,1.8,18,Green,0,0,Unknown,29.101868,7.0,7.101868,0.0,15.0,0
